Timestamp,Relative_Time,PT-L01_2_1_V,PT-M02_2_2_V,PT-M01_2_3_V,reference_M_Pa
2025-06-30 08:35:10.099,1781.232,0.87075,2.33375,0.856875,0
2025-06-30 08:35:10.099,1781.232,0.87075,2.33375,0.856875,0
2025-06-30 08:35:10.099,1781.232,0.87075,2.33375,0.856875,0
2025-06-30 08:35:10.099,1781.232,0.87075,2.33375,0.856875,0
2025-06-30 08:35:10.099,1781.232,0.87075,2.33375,0.856875,0
2025-06-30 08:35:10.100,1781.233,0.87075,2.33375,0.856875,0
2025-06-30 08:35:10.145,1781.278,0.87075,2.33375,0.856875,0
2025-06-30 08:35:10.146,1781.279,0.87075,2.33375,0.856875,0
2025-06-30 08:35:10.192,1781.325,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.192,1781.325,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.192,1781.326,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.192,1781.326,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.192,1781.326,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.239,1781.372,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.239,1781.372,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.239,1781.372,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.239,1781.372,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.240,1781.373,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.240,1781.373,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.240,1781.373,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.240,1781.373,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.240,1781.373,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.240,1781.373,0.869875,2.33375,0.856875,0
2025-06-30 08:35:10.287,1781.42,0.869875,2.334125,0.856875,0
2025-06-30 08:35:10.287,1781.42,0.869875,2.334125,0.856875,0
2025-06-30 08:35:10.287,1781.42,0.869875,2.334125,0.856875,0
2025-06-30 08:35:10.287,1781.42,0.869875,2.334125,0.856875,0
2025-06-30 08:35:10.288,1781.421,0.869875,2.334125,0.856875,0
2025-06-30 08:35:10.288,1781.421,0.869875,2.334125,0.856875,0
2025-06-30 08:35:10.288,1781.421,0.869875,2.334125,0.856875,0
2025-06-30 08:35:10.288,1781.421,0.869875,2.334125,0.856875,0
2025-06-30 08:35:10.332,1781.465,0.869875,2.334125,0.856875,0
2025-06-30 08:35:10.332,1781.465,0.869875,2.334125,0.856875,0
2025-06-30 08:35:10.332,1781.465,0.869875,2.334125,0.856875,0
2025-06-30 08:35:10.332,1781.465,0.869875,2.334125,0.856875,0
2025-06-30 08:35:10.333,1781.467,0.869875,2.334125,0.858,0
2025-06-30 08:35:10.334,1781.467,0.869875,2.334125,0.858,0
2025-06-30 08:35:10.334,1781.467,0.869875,2.334125,0.858,0
2025-06-30 08:35:10.334,1781.467,0.869875,2.334125,0.858,0
2025-06-30 08:35:10.334,1781.467,0.869875,2.334125,0.858,0
2025-06-30 08:35:10.335,1781.469,0.870125,2.334125,0.858,0
2025-06-30 08:35:10.379,1781.512,0.870125,2.334125,0.858,0
2025-06-30 08:35:10.380,1781.514,0.870125,2.334125,0.858,0
2025-06-30 08:35:10.380,1781.514,0.870125,2.334125,0.858,0
2025-06-30 08:35:10.380,1781.514,0.870125,2.334125,0.858,0
2025-06-30 08:35:10.381,1781.514,0.870125,2.334125,0.858,0
2025-06-30 08:35:10.381,1781.514,0.870125,2.334125,0.858,0
2025-06-30 08:35:10.427,1781.56,0.870125,2.334125,0.858,0
2025-06-30 08:35:10.427,1781.56,0.870125,2.334125,0.858,0
2025-06-30 08:35:10.427,1781.56,0.870125,2.334125,0.858,0
2025-06-30 08:35:10.473,1781.607,0.870125,2.334125,0.858,0
2025-06-30 08:35:10.473,1781.607,0.870125,2.334125,0.858,0
2025-06-30 08:35:10.473,1781.607,0.870125,2.334125,0.858,0
2025-06-30 08:35:10.473,1781.607,0.870125,2.334125,0.858,0
2025-06-30 08:35:10.473,1781.607,0.870125,2.3345,0.858,0
2025-06-30 08:35:10.473,1781.607,0.870125,2.3345,0.858,0
2025-06-30 08:35:10.473,1781.607,0.870125,2.3345,0.858,0
2025-06-30 08:35:10.474,1781.608,0.870125,2.3345,0.858,0
2025-06-30 08:35:10.474,1781.608,0.870125,2.3345,0.858,0
2025-06-30 08:35:10.474,1781.608,0.870125,2.3345,0.858,0
2025-06-30 08:35:10.520,1781.653,0.870125,2.3345,0.858,0
2025-06-30 08:35:10.521,1781.654,0.870125,2.3345,0.858,0
2025-06-30 08:35:10.521,1781.654,0.870125,2.3345,0.858,0
2025-06-30 08:35:10.521,1781.654,0.870125,2.3345,0.85825,0
2025-06-30 08:35:10.522,1781.655,0.870125,2.3345,0.85825,0
2025-06-30 08:35:10.522,1781.655,0.870125,2.3345,0.85825,0
2025-06-30 08:35:10.522,1781.655,0.870125,2.3345,0.85825,0
2025-06-30 08:35:10.522,1781.655,0.870125,2.3345,0.85825,0
2025-06-30 08:35:10.523,1781.657,0.870125,2.3345,0.85825,0
2025-06-30 08:35:10.523,1781.657,0.870125,2.3345,0.85825,0
2025-06-30 08:35:10.523,1781.657,0.870125,2.3345,0.85825,0
2025-06-30 08:35:10.567,1781.7,0.870125,2.3345,0.85825,0
2025-06-30 08:35:10.567,1781.7,0.8710001,2.3345,0.85825,0
2025-06-30 08:35:10.567,1781.7,0.8710001,2.3345,0.85825,0
2025-06-30 08:35:10.567,1781.7,0.8710001,2.3345,0.85825,0
2025-06-30 08:35:10.568,1781.701,0.8710001,2.3345,0.85825,0
2025-06-30 08:35:10.568,1781.701,0.8710001,2.3345,0.85825,0
2025-06-30 08:35:10.568,1781.701,0.8710001,2.3345,0.85825,0
2025-06-30 08:35:10.568,1781.701,0.8710001,2.3345,0.85825,0
2025-06-30 08:35:10.613,1781.747,0.8710001,2.3345,0.85825,0
2025-06-30 08:35:10.613,1781.747,0.8710001,2.3345,0.85825,0
2025-06-30 08:35:10.613,1781.747,0.8710001,2.3345,0.85825,0
2025-06-30 08:35:10.613,1781.747,0.8710001,2.3345,0.85825,0
2025-06-30 08:35:10.614,1781.747,0.8710001,2.3345,0.85825,0
2025-06-30 08:35:10.660,1781.793,0.8710001,2.33425,0.85825,0
2025-06-30 08:35:10.691,1781.824,0.8710001,2.33425,0.85825,0
2025-06-30 08:35:10.691,1781.824,0.8710001,2.33425,0.85825,0
2025-06-30 08:35:10.691,1781.824,0.8710001,2.33425,0.85825,0
2025-06-30 08:35:10.691,1781.824,0.8710001,2.33425,0.85825,0
2025-06-30 08:35:10.692,1781.825,0.8710001,2.33425,0.85825,0
2025-06-30 08:35:10.692,1781.825,0.8710001,2.33425,0.85825,0
2025-06-30 08:35:10.692,1781.825,0.8710001,2.33425,0.8593751,0
